,COD_TRAFO,CONSUMO,CONS_PROME,LATITUDE,LONGITUDE,EMPRESA,MES,ANO
350309,78804TR1,65737,63953,5.01789562,-74.00337664,2103,1,2018
350346,78839TR1,54458,58146,4.65061133,-74.14686246,2103,1,2018
350364,78854TR1,53140,55549,4.7427905,-74.0590733,2103,1,2018
350439,78927TR1,74473,78634,4.69301193,-74.07893488,2103,1,2018
350458,78947TR1,54362,52659,4.62265042,-74.13116457,2103,1,2018
350476,78965TR1,55840,40882,4.73576547,-74.19061008,2103,1,2018
350477,78966TR1,65200,53840,4.73626165,-74.19013166,2103,1,2018
350559,79037TR1,68125,68074,4.65333346,-74.16347308,2103,1,2018
350675,79147TR1,56519,56228,4.74424582,-74.03485724,2103,1,2018
350721,791TR1,59601,55708,4.59909326,-74.10276534,2103,1,2018
350746,79222TR1,51211,50604,4.73349999,-74.06480631,2103,1,2018
350760,79238TR1,71901,67792,4.52942503,-74.11722049,2103,1,2018
350767,79243TR2,75242,113041,4.6854254,-74.05655286,2103,1,2018
350793,79273TR1,56699,64041,4.69671839,-74.08308538,2103,1,2018
350814,792TR1,53986,51530,4.59871396,-74.10076457,2103,1,2018
350830,79316TR1,72400,86507,4.61881962,-74.09824184,2103,1,2018
350875,79369TR1,59650,63154,4.73420244,-74.06190715,2103,1,2018
350933,79427TR1,53306,54700,4.75748515,-74.11634845,2103,1,2018
351057,79550TR1,66145,64981,4.73219422,-74.02337688,2103,1,2018
351108,79614TR1,58923,66823,4.74954911,-74.14060118,2103,1,2018
351173,79710TR1,63259,60851,4.64180268,-74.10532302,2103,1,2018
351255,7980TR1,51775,48034,4.73688331,-74.02269449,2103,1,2018
351267,79820TR1,52845,56716,4.66609323,-74.05177782,2103,1,2018
351274,79828TR1,64594,65843,4.72430975,-74.07663159,2103,1,2018
351320,7986TR1,50562,36583,4.73198108,-74.02538739,2103,1,2018
351348,7989TR1,52951,49216,4.73162241,-74.02637631,2103,1,2018
351411,79959TR1,79252,75175,4.69673444,-74.10642883,2103,1,2018
351459,800017,71295,0,6.2476,-75.5696,564,1,2018
351464,800022,63689,0,6.2497,-75.5687,564,1,2018
351469,800027,76873,0,6.2505,-75.5704,564,1,2018
351470,800028,71683,0,6.2542,-75.5692,564,1,2018
351486,800048,61877,0,6.2469,-75.5661,564,1,2018
351492,800055,60150,0,6.2473,-75.56,564,1,2018
351499,800063,89535,0,6.2513,-75.5648,564,1,2018
351500,800065,67727,0,6.2458,-75.5648,564,1,2018
351502,800067,52137,0,6.2478,-75.5659,564,1,2018
351507,800070,70748,0,6.2561,-75.5651,564,1,2018
351508,800071,64100,0,6.2477,-75.5676,564,1,2018
351509,800072,56609,0,6.2514,-75.5632,564,1,2018
351510,800073,66936,0,6.2513,-75.562,564,1,2018
351512,800076,78922,0,6.2482,-75.5625,564,1,2018
351517,800080,64977,0,6.2502,-75.5665,564,1,2018
351519,800082,62675,0,6.2478,-75.5684,564,1,2018
351520,800083,70743,0,6.2519,-75.5642,564,1,2018
351521,800084,72392,0,6.2526,-75.5612,564,1,2018
351522,800085,62175,0,6.249,-75.5637,564,1,2018
351523,800086,68669,0,6.2501,-75.5676,564,1,2018
351527,800090,56249,0,6.2547,-75.5631,564,1,2018
351543,800105,51809,0,6.247000000000001,-75.562,564,1,2018
351544,800106,64147,0,6.2485,-75.5662,564,1,2018
351548,800111,55860,0,6.2481,-75.5671,564,1,2018
351550,800114,74146,0,6.2482,-75.5651,564,1,2018
351552,800116,58347,0,6.2482,-75.5616,564,1,2018
351553,800117,79820,0,6.2473,-75.5688,564,1,2018
351554,800118,67727,0,6.2452,-75.5694,564,1,2018
351562,800126,60182,0,6.254,-75.5631,564,1,2018
351565,800129,86770,0,6.2525,-75.5667,564,1,2018
351569,800132,91812,0,6.2464,-75.5743,564,1,2018
351570,800133,83071,0,6.2481,-75.5727,564,1,2018
351580,800143,87191,0,6.2536,-75.5702,564,1,2018
351582,800147,65359,0,6.2469,-75.5731,564,1,2018
351597,800169,71940,0,6.2462,-75.5732,564,1,2018
352036,800931,66000,0,6.1313,-75.6351,564,1,2018
352141,801062,53438,0,6.1802,-75.5776,564,1,2018
352299,801234,52840,0,6.1999,-75.5742,564,1,2018
352323,80125TR1,51302,53947,4.6934279000000005,-74.08318164,2103,1,2018
352384,801326,65220,0,6.349,-75.5779,564,1,2018
352495,801455,77880,0,6.2203,-75.5787,564,1,2018
352921,801974,78250,0,6.1654,-75.5646,564,1,2018
353023,802071,59678,0,6.1863,-75.5561,564,1,2018
353054,802107,65256,0,6.2216,-75.571,564,1,2018
353139,802207,65920,0,6.1501,-75.6255,564,1,2018
353150,802225,84040,0,6.2029,-75.587,564,1,2018
353163,80223TR1,53655,51707,4.66607203,-74.08450346,2103,1,2018
353225,802319,87880,0,6.2537,-75.5784,564,1,2018
353392,802525,51048,0,6.2410000000000005,-75.6134,564,1,2018
353664,80284TR1,57524,59130,4.66274773,-74.13577974,2103,1,2018
353710,80294TR1,53285,53633,4.64223183,-74.15298394,2103,1,2018
353761,803050,51631,0,6.1978,-75.5736,564,1,2018
353796,803103,83334,0,6.2756,-75.5761,564,1,2018
353817,803126,72886,0,6.245,-75.5944,564,1,2018
353931,803286,81400,0,6.1631,-75.6158,564,1,2018
353966,80332TR1,65387,59672,4.67595555,-74.05666573,2103,1,2018
353985,803368,59398,0,6.2169,-75.5985,564,1,2018
354003,80338TR1,54034,59388,4.66076185,-74.04717067,2103,1,2018
354021,803406,54111,0,6.1977,-75.5737,564,1,2018
354201,80397TR1,54720,51652,4.70510535,-74.05307901,2103,1,2018
354227,804060,74907,0,6.2176,-75.5989,564,1,2018
354245,804082,92292,0,6.1979,-75.5595,564,1,2018
354265,804108,59481,0,6.2176,-75.5655,564,1,2018
354421,804328,60463,0,6.3246,-75.5499,564,1,2018
354467,804388,55855,0,6.2047,-75.5709,564,1,2018
354578,804583,72541,0,6.1892,-75.5969,564,1,2018
354659,804673,62915,0,6.1979,-75.5737,564,1,2018
354664,80467TR1,55860,24500,4.74655999,-74.14254236,2103,1,2018
354792,804838,58410,0,6.1545,-75.6305,564,1,2018
354832,80518TR1,57238,56233,4.64524788,-74.13844285,2103,1,2018
354999,806088,75200,0,6.2429,-75.5575,564,1,2018
355007,80609TR1,58575,60024,4.65284644,-74.16996813,2103,1,2018
355053,806160,63460,0,6.2037,-75.5711,564,1,2018
355054,806161,56533,0,6.2038,-75.5711,564,1,2018
355181,806319,61288,0,6.2288,-75.5738,564,1,2018
355193,806332,60400,0,6.2259,-75.5694,564,1,2018
355204,806350,91785,0,6.1492,-75.6175,564,1,2018
355222,806373,60649,0,6.1715,-75.6107,564,1,2018
355362,80685TR2,77823,79909,4.68421932,-74.04726693,2103,1,2018
355363,80689TR1,58147,59240,4.73065354,-74.03423729,2103,1,2018
355375,80701TR1,71334,75196,4.66142878,-74.10984251,2103,1,2018
355378,80706TR1,61264,63565,4.59685357,-74.07453227,2103,1,2018
355469,80806TR1,77880,82107,4.70222853,-74.04977935,2103,1,2018
355581,809137,92065,0,6.199,-75.586,564,1,2018
355623,809194,53534,0,6.1653,-75.6129,564,1,2018
355635,809207,56372,0,6.2036,-75.5713,564,1,2018
355712,809324,87021,0,6.4132,-75.4101,564,1,2018
355766,809408,66660,0,6.159,-75.6096,564,1,2018
355834,809503,83598,0,6.1829,-75.5915,564,1,2018
355862,809542,80175,0,6.2427,-75.5576,564,1,2018
355925,809617,88793,0,6.1851,-75.5797,564,1,2018
355928,809621,63800,0,6.2635,-75.5927,564,1,2018
355957,809681,57505,0,6.1492,-75.6173,564,1,2018
355992,809734,68310,0,6.2473,-75.5755,564,1,2018
356048,809849,71739,0,6.2182,-75.5787,564,1,2018
356049,80984TR1,50001,31515,4.65413159,-74.13063802,2103,1,2018
356068,809876,73345,0,6.1849,-75.5793,564,1,2018
356139,809969,75278,0,6.2445,-75.5509,564,1,2018
356155,80998TR1,56264,53513,4.65838351,-74.12017523,2103,1,2018
356163,80TR1,73196,77040,4.68368819,-74.07688655,2103,1,2018
356180,810012,63436,0,6.1878,-75.586,564,1,2018
356204,81004TR1,57722,61517,4.62498752,-74.19368114,2103,1,2018
356253,810113,64627,0,6.2299,-75.5706,564,1,2018
356254,810114,75525,0,6.2308,-75.5702,564,1,2018
356256,810116,74781,0,6.2718,-75.5654,564,1,2018
356269,810132,51074,0,6.2301,-75.5706,564,1,2018
356314,81018TR1,55332,52712,4.55971502,-74.11830682,2103,1,2018
356338,810220,51685,0,6.244,-75.615,564,1,2018
356395,810298,52280,0,6.3863,-75.4688,564,1,2018
356427,810342,56391,0,6.149,-75.6178,564,1,2018
356448,810372,58260,0,6.2345,-75.5713,564,1,2018
356556,810521,89538,0,6.2002,-75.5857,564,1,2018
356588,810575,89760,0,6.0791,-75.6339,564,1,2018
356616,810616,59390,0,6.2575,-75.5737,564,1,2018
356768,810809,62714,0,6.3643,-75.4942,564,1,2018
356784,810829,68375,0,6.3402,-75.5423,564,1,2018
357016,811184,87775,0,6.1987,-75.566,564,1,2018
357046,811221,85800,0,6.1583,-75.6048,564,1,2018
357092,811297,87526,0,6.2011,-75.5721,564,1,2018
357093,811298,53611,0,6.2010000000000005,-75.5722,564,1,2018
357249,811489,57023,0,6.1168,-75.6371,564,1,2018
357275,811525,72953,0,6.1809,-75.5688,564,1,2018
357429,811721,64350,0,6.2289,-75.5737,564,1,2018
357500,81181TR1,55777,53145,4.645347,-74.15772345,2103,1,2018
357508,811830,83938,0,6.1271,-75.6331,564,1,2018
357580,811936,91201,0,6.4089,-75.4213,564,1,2018
357597,811957,68847,0,6.2342,-75.5684,564,1,2018
357882,812365,53568,0,6.1985,-75.5659,564,1,2018
357902,812397,61160,0,6.2866,-75.6127,564,1,2018
357979,812506,53240,0,6.1826,-75.5922,564,1,2018
358010,812562,62058,0,6.2447,-75.5746,564,1,2018
358027,812599,53618,0,6.3831,-75.4478,564,1,2018
358081,812718,81043,0,6.2464,-75.5661,564,1,2018
358100,812772,54560,0,6.2231,-75.5747,564,1,2018
358169,812858,56760,0,6.256,-75.5883,564,1,2018
358172,812860,70800,0,6.1704,-75.6161,564,1,2018
358233,812935,65670,0,6.2576,-75.5645,564,1,2018
358308,813028,52800,0,6.2731,-75.5865,564,1,2018
358354,813082,61838,0,6.1958,-75.5587,564,1,2018
358400,813141,87120,0,6.1964,-75.5737,564,1,2018
358466,813215,54560,0,6.1994,-75.5567,564,1,2018
358618,813410,80880,0,6.1706,-75.6161,564,1,2018
358643,81343TR1,72313,72843,4.7486891,-74.09109247,2103,1,2018
358674,813477,76813,0,6.2128,-75.5588,564,1,2018
358694,81349TR1,60267,59440,4.638674900000001,-74.15285732,2103,1,2018
358751,81356TR1,53274,49565,4.66832031,-74.05329273,2103,1,2018
358842,81367TR1,62086,58722,4.72054943,-74.13730381,2103,1,2018
358853,81368TR1,78467,60915,4.69630013,-74.03215574,2103,1,2018
358891,813750,54456,0,6.2249,-75.5662,564,1,2018
359049,814023,54450,0,6.2091,-75.5668,564,1,2018
359073,81404TR1,60383,58205,4.63859469,-74.14789264,2103,1,2018
359082,81405TR1,65042,60577,4.5589272,-74.11850793,2103,1,2018
359088,814069,68247,0,6.2644,-75.60300000000001,564,1,2018
359108,814098,87902,0,6.3381,-75.5456,564,1,2018
359154,814149,56760,0,6.2594,-75.587,564,1,2018
359155,81414TR1,56880,52680,4.65219843,-74.07603686,2103,1,2018
359228,814238,71280,0,6.1854,-75.5798,564,1,2018
359260,814281,55800,0,6.1801,-75.596,564,1,2018
359287,814314,82685,0,6.3374,-75.5429,564,1,2018
359302,814333,66000,0,6.2454,-75.5746,564,1,2018
359306,814337,65930,0,6.2454,-75.5746,564,1,2018
359375,814415,72928,0,6.1222,-75.6308,564,1,2018
359388,81442TR1,60680,60480,4.73513464,-74.05466267,2103,1,2018
359480,814542,52826,0,6.1983,-75.5857,564,1,2018
359498,814562,66044,0,6.1768,-75.5995,564,1,2018
359552,814623,65520,0,6.1626,-75.6005,564,1,2018
359632,814715,76836,0,6.2178,-75.6077,564,1,2018
359800,814912,54239,0,6.2024,-75.6016,564,1,2018
359827,814950,57818,0,6.1661,-75.6114,564,1,2018
359860,81499TR1,81364,78989,4.70297624,-74.02979,2103,1,2018
359922,815064,49926,0,6.2463,-75.5663,564,1,2018
359947,815096,91106,0,6.1232,-75.6299,564,1,2018
359997,815172,67278,0,6.1957,-75.5604,564,1,2018
359999,815174,65020,0,6.1964,-75.5606,564,1,2018
360087,815276,77440,0,6.1651,-75.6059,564,1,2018
360149,815361,51480,0,6.2245,-75.5745,564,1,2018
360262,815493,60451,0,6.2225,-75.574,564,1,2018
360291,815524,69300,0,6.0393,-75.6291,564,1,2018
360340,815583,57480,0,6.1639,-75.5737,564,1,2018
360419,81567TR1,51966,50446,4.66624735,-74.15242416,2103,1,2018
360535,815802,61275,0,6.2628,-75.5891,564,1,2018
360590,815867,51939,0,6.2476,-75.5668,564,1,2018
360592,815869,92400,0,6.2683,-75.5586,564,1,2018
360663,815949,58138,0,6.3395,-75.545,564,1,2018
360727,816018,57634,0,6.2622,-75.5879,564,1,2018
360735,816032,63269,0,6.2645,-75.6033,564,1,2018
360764,816064,52518,0,6.2247,-75.5745,564,1,2018
360840,816165,77440,0,6.2536,-75.5796,564,1,2018
360851,816180,51244,0,6.2276,-75.5729,564,1,2018
360887,816224,58662,0,6.3162,-75.5564,564,1,2018
360939,816309,81188,0,6.166,-75.566,564,1,2018
360997,816405,63786,0,6.2163,-75.6074,564,1,2018
361103,816580,88043,0,6.1579,-75.6143,564,1,2018
361104,816582,67664,0,6.2224,-75.5742,564,1,2018
361136,816617,54764,0,6.2174,-75.571,564,1,2018
361139,81661TR1,66738,81060,4.63886685,-74.09798401,2103,1,2018
361140,81661TR3,82332,92656,4.63886685,-74.09798401,2103,1,2018
361142,816623,64125,0,6.1713,-75.60300000000001,564,1,2018
361179,816667,60720,0,6.1266,-75.6294,564,1,2018
361184,816672,65160,0,6.1231,-75.631,564,1,2018
361204,816698,53760,0,6.2624,-75.5699,564,1,2018
361252,816757,53188,0,6.1672,-75.569,564,1,2018
361278,816785,74580,0,6.2151,-75.5713,564,1,2018
361340,816853,82720,0,6.2715,-75.5771,564,1,2018
361341,816854,67500,0,6.2714,-75.5771,564,1,2018
361351,816867,74800,0,6.2596,-75.5708,564,1,2018
361437,817,54228,55539,5.151326,-76.687197,3226,1,2018
361503,817033,53200,0,6.2103,-75.388,564,1,2018
361618,817128,63850,0,6.2163,-75.5738,564,1,2018
361679,817199,61710,0,6.1989,-75.5856,564,1,2018
361705,817226,69552,0,6.1967,-75.5603,564,1,2018
361731,817282,58141,0,6.3386,-75.546,564,1,2018
361739,81728TR1,51170,52393,4.65396428,-74.13025356,2103,1,2018
361761,817310,55017,0,6.1486,-75.6206,564,1,2018
361831,817401,68408,0,6.2394,-75.5964,564,1,2018
361867,817456,65340,0,6.0415,-75.6926,564,1,2018
361896,817486,66930,0,6.2216,-75.5675,564,1,2018
361925,817518,55164,0,6.2349,-75.571,564,1,2018
361966,817561,79439,0,6.2062,-75.57,564,1,2018
361975,817572,61680,0,6.3777,-75.485,564,1,2018
362348,818154,67760,0,6.2729,-75.5758,564,1,2018
362537,818422,52880,0,6.1694,-75.5858,564,1,2018
362708,818602,55550,0,7.567,-76.6134,564,1,2018
362829,818743,67980,0,5.9815,-75.6467,564,1,2018
363213,81932TR1,84201,90029,4.66193241,-74.10973938,2103,1,2018
363348,81955TR1,76149,76899,4.74445437,-74.06649711,2103,1,2018
363465,819702,89320,0,6.1785,-75.433,564,1,2018
363504,819746,73950,0,6.2307,-75.6087,564,1,2018
363872,82031TR2,58525,56743,4.64590735,-74.10047236,2103,1,2018
363936,82040TR1,72598,79085,4.65374656,-74.13187847,2103,1,2018
363970,82046TR1,65346,62529,4.75463698,-74.07911765,2103,1,2018
364029,820594,51040,0,6.194,-75.5769,564,1,2018
364033,8205TR1,60204,64446,4.62164144,-74.07980119,2103,1,2018
364068,820667,53223,0,6.2158,-75.6078,564,1,2018
364492,821402,74480,0,6.3482,-75.5793,564,1,2018
364627,82157TR1,61198,60278,4.74537913,-74.02594316,2103,1,2018
364692,82166TR1,61254,57426,4.68231538,-74.05716535,2103,1,2018
364725,821749,51083,0,6.3374,-75.5499,564,1,2018
364810,821883,53900,0,6.251,-75.58800000000001,564,1,2018
364950,822095,80080,0,6.3773,-75.4739,564,1,2018
364955,8220TR1,74094,65571,4.61643096,-74.0816083,2103,1,2018
364966,82210TR1,55364,60369,4.7449729000000005,-74.06835464,2103,1,2018
365212,8223TR1,69183,65613,4.61827531,-74.08060505,2103,1,2018
365471,822795,55440,0,6.4551,-74.6312,564,1,2018
366544,824240,64240,0,6.1516,-75.6238,564,1,2018
366587,8242TR1,56539,48961,4.61881218,-74.08183233,2103,1,2018
366654,824384,59610,0,6.2253,-75.5745,564,1,2018
366679,824412,61767,0,6.2253,-75.5746,564,1,2018
367015,82492TR1,72163,55821,4.69760533,-74.13933552,2103,1,2018
367090,825003,65998,0,6.2682,-75.5652,564,1,2018
367091,825004,60173,0,6.268,-75.5652,564,1,2018
367112,825040,49867,0,6.2137,-75.6071,564,1,2018
367304,825291,53240,0,6.2155,-75.6058,564,1,2018
367396,82539TR1,59873,65677,4.65767247,-74.13144646,2103,1,2018
367422,825424,61606,0,6.1428,-75.6191,564,1,2018
367428,82542TR1,51870,47677,4.60935952,-74.21431449,2103,1,2018
367725,825833,52316,0,6.1597,-75.6058,564,1,2018
367962,82607TR1,58184,54928,4.75622407,-74.08264192,2103,1,2018
368230,826421,71787,0,6.2711,-75.6001,564,1,2018
368270,826472,52322,0,6.1581,-75.6258,564,1,2018
368586,826884,80850,0,6.2204,-75.5665,564,1,2018
368699,827053,79200,0,6.226,-75.5508,564,1,2018
368998,827715,58080,0,6.2466,-75.4343,564,1,2018
369025,82774TR1,83022,79233,4.64354676,-74.14450129999999,2103,1,2018
369035,82775TR1,55844,53481,4.64193102,-74.14263633,2103,1,2018
369071,82779TR1,57366,51403,4.58819618,-74.16257411,2103,1,2018
369105,82783TR1,50905,52629,4.64825877,-74.16853173,2103,1,2018
369118,82786TR1,60598,56212,4.63747055,-74.15419002,2103,1,2018
369146,82791TR1,83383,21376,4.73206932,-74.25716142,2103,1,2018
369353,82823TR1,52800,80706,5.37193254,-73.68550367,2103,1,2018
369481,828503,50860,0,6.2182,-75.5705,564,1,2018
369635,82871TR1,53812,49728,4.612815599999999,-74.21272339,2103,1,2018
369709,82883TR1,50830,47131,4.680668700000001,-74.12112978,2103,1,2018
369718,828849,64900,0,7.872999999999999,-76.6332,564,1,2018
369720,828850,81183,0,7.872999999999999,-76.6333,564,1,2018
369818,829009,66660,0,6.207000000000001,-75.5722,564,1,2018
369958,829193,70608,0,6.1598,-75.6049,564,1,2018
369959,829194,58940,0,6.16,-75.605,564,1,2018
370047,829334,81047,0,6.1608,-75.6038,564,1,2018
370130,82942TR1,62040,46040,5.00517194,-73.97479808,2103,1,2018
370187,82953TR2,77040,62820,4.69441453,-74.08717115,2103,1,2018
370221,829607,56320,0,6.1599,-75.6051,564,1,2018
370225,829611,78500,0,6.1610000000000005,-75.6043,564,1,2018
370282,829674,60720,0,6.2196,-75.5701,564,1,2018
370374,829822,63898,0,6.269,-75.5901,564,1,2018
370415,82986TR1,61260,60140,4.66648513,-74.0548569,2103,1,2018
370531,830027,58960,0,6.1608,-75.6039,564,1,2018
370754,830387,79860,0,6.1998,-75.5724,564,1,2018
370808,83043TR1,57882,62339,4.63554885,-74.19034939,2103,1,2018
370809,830442,58300,0,6.153,-75.5408,564,1,2018
370812,830446,55235,0,6.2503,-75.5709,564,1,2018
370886,830525,78870,0,6.1189,-75.6303,564,1,2018
370922,83055TR1,61829,62317,4.61638398,-74.18585797,2103,1,2018
371046,830696,53518,0,6.1997,-75.5725,564,1,2018
371048,830698,69520,0,6.1995,-75.5725,564,1,2018
371197,830864,78407,0,6.2133,-75.5803,564,1,2018
371304,830998,66960,0,6.2877,-75.7197,564,1,2018
371390,831100,77220,0,6.1288,-75.6343,564,1,2018
371408,83111TR1,56478,59265,4.61514754,-74.14439244,2103,1,2018
371416,831130,62121,0,6.2069,-75.5721,564,1,2018
371417,831131,62459,0,6.207000000000001,-75.572,564,1,2018
371424,83113TR1,72759,70176,4.69414639,-74.03127281,2103,1,2018
371494,83121TR1,54120,59720,4.73843602,-74.14634737,2103,1,2018
371738,831484,73768,0,7.1058,-75.6616,564,1,2018
371962,831730,73800,0,6.2432,-75.5792,564,1,2018
372388,832166,61600,0,7.1387,-75.6551,564,1,2018
372466,832271,53240,0,6.9737,-75.4277,564,1,2018
372532,832378,54411,0,6.2693,-75.5906,564,1,2018
372560,832412,89100,0,6.2514,-75.4349,564,1,2018
372820,832850,71610,0,6.0351,-75.4206,564,1,2018
372863,832900,50021,0,6.2697,-75.5902,564,1,2018
373149,833301,88270,0,6.2410000000000005,-75.3066,564,1,2018
373191,833355,61600,0,6.199,-75.5726,564,1,2018
373307,83349TR1,65570,65784,4.63610519,-74.18083657,2103,1,2018
373423,833624,89120,0,6.2297,-75.5811,564,1,2018
373716,834005,52800,0,6.2755,-75.4445,564,1,2018
373965,83424TR1,51527,48387,4.66699105,-74.1527158,2103,1,2018
373988,834274,56850,0,6.1837,-75.5592,564,1,2018
374321,834920,54120,0,6.2644,-75.5968,564,1,2018
374388,83499TR1,63600,63227,4.83059858,-74.03136105,2103,1,2018
374439,835036,75072,0,6.1881,-75.5852,564,1,2018
374500,83510TR1,81111,73084,4.71401312,-74.13353088,2103,1,2018
374525,83518TR1,52168,44280,4.60700925,-74.21636167,2103,1,2018
374605,83531TR1,60772,54852,4.65817552,-74.12206886,2103,1,2018
374654,83542TR1,62689,64407,4.72761342,-74.06595509,2103,1,2018
374729,835568,66880,0,6.3856,-75.4603,564,1,2018
374730,835569,53240,0,6.3847,-75.4593,564,1,2018
375042,83606TR1,50682,50454,4.73611669,-74.08729892,2103,1,2018
375083,836216,53240,0,7.8812,-76.6161,564,1,2018
375150,83647TR1,74460,73254,4.76974301,-74.03081788,2103,1,2018
375254,83753TR1,54066,54885,4.61863456,-74.06962259999999,2103,1,2018
375257,83758TR1,50626,44046,4.61268439,-74.21592336,2103,1,2018
375344,83842TR1,66387,68849,4.69584979,-74.05496404,2103,1,2018
375437,83943TR1,55597,49570,4.61313875,-74.21918578,2103,1,2018
375438,83944TR1,59413,57948,4.65797556,-74.12070923,2103,1,2018
375448,83952TR1,59456,55985,4.64506854,-74.13771748,2103,1,2018
375613,84141TR1,91174,87051,4.65830959,-74.05280457,2103,1,2018
375700,84233TR1,62926,61239,4.58322634,-74.15372478,2103,1,2018
375755,84288TR1,64920,58240,4.62185286,-74.14972381,2103,1,2018
375763,84295TR1,82278,76063,4.59723344,-74.14099652,2103,1,2018
375814,84351TR1,65974,60827,4.6807323,-74.11697928,2103,1,2018
375815,84351TR2,54660,49840,4.6807323,-74.11697928,2103,1,2018
375816,84352TR1,51079,52541,4.66297175,-74.13796328,2103,1,2018
375817,84353TR1,77081,73873,4.58731038,-74.16180635,2103,1,2018
375822,84358TR1,58092,57509,4.57791273,-74.23278665,2103,1,2018
375855,84384TR1,72117,73025,4.73811746,-74.06779944,2103,1,2018
375864,84391TR1,61300,61603,4.7600096,-74.04630035,2103,1,2018
375908,84428TR1,52552,57828,4.69569051,-74.08380674,2103,1,2018
375967,84495TR1,63461,55103,4.69288989,-74.13888689,2103,1,2018
375968,84496TR1,62499,37370,4.6945148,-74.14158609,2103,1,2018
375991,84518TR1,58684,55142,4.75430524,-74.03720178,2103,1,2018
376036,846,54518,56980,4.814166,-75.697276,2073,1,2018
376100,84671TR1,54600,61320,4.7081065,-74.1985381,2103,1,2018
376383,84821TR1,55027,45342,4.76273287,-74.04199514,2103,1,2018
376476,84912TR1,66028,67090,4.72388347,-74.12744091,2103,1,2018
376519,8495TR1,59808,56560,4.75886369,-74.03736507,2103,1,2018
376809,85098TR1,66436,46644,4.7185498,-74.23474329999999,2103,1,2018
376850,8512TR1,51347,50552,4.7646752,-74.03225372,2103,1,2018
376906,8518TR1,89978,80841,4.76514159,-74.03374971,2103,1,2018
377013,8525TR1,58376,59791,4.76507283,-74.03818039,2103,1,2018
377082,85321TR1,49951,47294,4.63716974,-74.15412585,2103,1,2018
377088,85327TR1,55318,53552,4.61610782,-74.07132371,2103,1,2018
377104,85339TR1,65838,63286,4.74561347,-74.0254974,2103,1,2018
377167,85400TR1,79035,81090,4.65464381,-74.12993729,2103,1,2018
377182,85415TR1,64700,65500,4.67293721,-74.12671383,2103,1,2018
377351,85589TR1,75386,71199,4.5925793,-74.15832391,2103,1,2018
377386,85618TR1,73194,82343,4.67801877,-74.04530799,2103,1,2018
377493,85710TR1,74845,62938,4.58805065,-74.20521764,2103,1,2018
377515,85736TR1,70000,39959,4.767325700000001,-74.17854531,2103,1,2018
377558,85773TR1,77236,78565,4.70488362,-74.06890754,2103,1,2018
377581,85791TR1,70650,57588,4.68987327,-74.13015902,2103,1,2018
377868,86009TR1,52507,39983,4.67717538,-74.04918748,2103,1,2018
377874,86015TR1,54676,55311,4.7448606,-74.03264275,2103,1,2018
378124,86258TR1,63740,65887,4.72451258,-74.06134278,2103,1,2018
378138,86273TR1,78572,74100,4.75635585,-74.08859036,2103,1,2018
378234,86385TR1,53676,54625,4.61995408,-74.08854567,2103,1,2018
378382,86551TR1,54171,59403,4.67551781,-74.05043882,2103,1,2018
378419,86583TR1,49880,38900,4.76403406,-74.16073205,2103,1,2018
378502,86650TR1,52880,43840,4.64223985,-74.14578244,2103,1,2018
378505,86654TR1,56782,52365,4.61147946,-74.22099518,2103,1,2018
378524,86671TR1,53598,47209,4.67779302,-74.05371843,2103,1,2018
378739,86862TR1,59788,56911,4.65268028,-74.12432058,2103,1,2018
378822,86954TR1,53235,59730,4.72433152,-74.25995402,2103,1,2018
378827,86959TR2,55800,53959,4.64448928,-74.10022255,2103,1,2018
378924,8703TR1,62972,58371,4.72792912,-74.03831618,2103,1,2018
379039,87142TR1,64329,63726,4.63377726,-74.17642651,2103,1,2018
379055,87156TR1,77090,66122,4.68758659,-74.12727246,2103,1,2018
379062,87160TR1,76807,73638,4.62278048,-74.12513132,2103,1,2018
379148,8723,50448,0,6.1797,-75.5941,564,1,2018
379179,87256TR1,91516,78402,4.73216271,-74.02289846,2103,1,2018
379186,87265TR1,58429,57648,4.63401676,-74.1759607,2103,1,2018
379237,87312TR1,60450,60015,4.65144327,-74.17070897,2103,1,2018
379273,87346TR1,54709,51817,4.64158839,-74.14604772,2103,1,2018
379296,87369TR1,57530,53733,4.61138607,-74.20433872,2103,1,2018
379309,87380TR1,65557,60117,4.58437627,-74.15887624,2103,1,2018
379485,87467TR1,78777,76443,4.61697527,-74.1812554,2103,1,2018
379636,875124,87120,87120,6.46671472,-73.26443995,524,1,2018
379783,87529TR1,50064,50251,4.73921926,-74.06105287,2103,1,2018
379826,8755TR1,56368,56240,4.74430254,-74.04638801,2103,1,2018
379829,87561TR1,51035,49351,4.5908907999999995,-74.22670986,2103,1,2018
379861,87594TR1,64000,94507,4.60505661,-74.07013138,2103,1,2018
379872,8760TR1,75006,75648,4.74262033,-74.04066359,2103,1,2018
379875,87611TR1,61600,55733,4.63454388,-74.11263912,2103,1,2018
379991,87701TR1,51343,51521,4.69969147,-74.05448906,2103,1,2018
380098,87736TR1,63548,48704,4.58753441,-74.16236842,2103,1,2018
380125,87766TR1,54360,52000,4.94352168,-73.94367158,2103,1,2018
380156,87791TR1,52080,48000,4.65256913,-74.07677655,2103,1,2018
380185,87815TR1,83220,91200,4.64762565,-74.09427983,2103,1,2018
380198,87825TR1,92880,67920,4.68553827,-74.11908318,2103,1,2018
